3 5.000708545573211e-14 2.765399754986185e-09 0.3331951893583939 18
6 5.764604273618539e-13 2.178983175479933e-08 0.4654700815110106 62
9 1.219130357573858e-12 7.157679092503006e-08 0.5142545094471126 98
12 4.123549211710157e-12 1.512638830790223e-07 0.4854529370274186 210
15 7.525570480958221e-12 3.843356790148583e-07 0.4957307512080807 350
18 5.941741084888625e-12 2.439415121417085e-07 0.2285726182747142 450
21 1.206624937481315e-43 5.306645844361313e-39 3.37766574833166e-33 602
24 1.368737828965282e-43 5.360095571816867e-39 2.3285660527195e-33 762
27 1.855702698476011e-43 7.236802050661486e-39 1.981223081167905e-33 1142
30 1.962911662184482e-43 8.752840973002318e-39 1.788458833243852e-33 1250
33 2.581257102635699e-43 1.147385613276498e-38 1.768884759494554e-33 1458
36 3.139569782333354e-43 1.48800828348306e-38 1.76511284348646e-33 1814
39 4.218639849073375e-43 1.767105669537459e-38 1.606311811869954e-33 2178
42 3.777944015348882e-43 1.870070238585931e-38 1.266249827925294e-33 2498
45 4.282180338902911e-43 2.006433531977707e-38 1.251359502096507e-33 2622
48 4.252554665679465e-43 1.852675841127474e-38 9.417829616565267e-34 3191
51 3.067154621088077e-43 1.282590455163318e-38 6.919918053958083e-34 3044
54 2.152697410903359e-43 1.034843711634992e-38 5.299297191857444e-34 2736
57 1.877989402631705e-43 8.849362207522906e-39 5.324561275491896e-34 2276
60 1.577207203616561e-43 7.044862072583324e-39 4.819011259308063e-34 2016
63 1.489673512434168e-43 6.831783187918526e-39 5.06486227509569e-34 1640
66 7.339496519005428e-44 3.568834299548078e-39 3.839058059683089e-34 1056
69 4.3606285668868e-44 1.896053935236974e-39 3.429071690331785e-34 683
72 2.168312203515119e-44 9.18050458601606e-40 3.342077048398663e-34 350
75 1.32669621568052e-44 5.670893507724777e-40 3.256388533884222e-34 192
78 2.206150643229194e-45 1.160065240237153e-40 3.143626351522287e-34 44
81 1.962000821051788e-45 5.812211336905866e-41 3.73276094111145e-34 25


3 nan -nan -nan 18
