3 6.581979166338361e-13 7.500607687904349e-10 0.3332819199632476 18
6 7.484541759926535e-12 5.919983622174137e-09 0.464441235926069 62
9 1.551646130169234e-11 1.975280877755719e-08 0.5161885018372572 98
12 5.113964950576036e-11 4.283056646455739e-08 0.4820434193554419 210
15 9.014078320316298e-11 1.129267007263089e-07 0.4982769225163147 350
18 6.913244236787083e-11 7.366874489571301e-08 0.2274294724419917 450
21 1.505437367387652e-42 1.61843786646956e-39 3.344050666206314e-33 602
24 1.697193347160407e-42 1.48049184179557e-39 2.320841336771717e-33 762
27 2.081841829789094e-42 2.210939790441398e-39 1.818148383869205e-33 1142
30 2.515404625826364e-42 2.736889618140587e-39 2.007992494011809e-33 1250
33 2.749653681092141e-42 3.218550474087938e-39 1.61514924522895e-33 1458
36 4.125267501807232e-42 4.238218617244377e-39 1.737972301128304e-33 1814
39 4.926133039857621e-42 4.801975140143245e-39 1.656071286151518e-33 2178
42 4.849962569428957e-42 5.171261506338275e-39 1.326657781724697e-33 2498
45 5.253087511759597e-42 5.359811000257278e-39 1.26666228043874e-33 2622
48 5.075996291441873e-42 5.786657327868254e-39 9.616653452560817e-34 3191
51 3.28603366956398e-42 3.787545417576528e-39 6.375796511536219e-34 3044
54 2.690464394713124e-42 2.895662934806512e-39 5.346775930617393e-34 2736
57 2.293356127274189e-42 2.43553269867119e-39 5.11928501726381e-34 2276
60 1.934039746678734e-42 1.976365676038849e-39 4.540283879790421e-34 2016
63 1.627936218128359e-42 1.684835874765521e-39 4.720268986835844e-34 1640
66 1.033046717270529e-42 9.153312783840866e-40 4.302265782087295e-34 1056
69 5.131412445284748e-43 5.252862545568519e-40 3.283613034181833e-34 683
72 2.74052524712479e-43 2.594252989793519e-40 3.214278548582794e-34 350
75 1.810215438679949e-43 1.992323653512951e-40 3.581418280024401e-34 192
78 2.951492562269483e-44 4.051527341509168e-41 2.507047020487015e-34 44
81 2.662764985330882e-44 2.006543286864403e-41 3.823862608595647e-34 25


3 2.196282967578842e-13 1.603815707408131e-10 2.284650343140478 18
6 5.136437360437829e-13 2.612659288501166e-10 0.6004231183644133 62
9 1.788601640358434e-12 5.303337838493114e-10 0.6127884376231476 98
12 4.560132654450231e-12 1.151325821344785e-09 0.4911420621861453 210
15 7.232623157982848e-12 3.27142680480411e-09 0.5358499770329666 350
18 5.157134984775509e-12 2.29389382352954e-09 0.2421485349002992 450
21 3.530167865325579e-20 2.125333303017952e-17 1.298950867749508e-09 602
24 2.126330284764033e-20 1.49978678918275e-17 5.990871892557053e-10 762
27 1.555172272099005e-20 1.186939705036421e-17 2.70918367724903e-10 1142
30 6.719526074730647e-21 6.703679558085994e-18 1.156766885978395e-10 1250
33 1.754622035577615e-21 1.928107949644313e-18 2.490299874083618e-11 1458
36 1.551685169396518e-22 1.82113948730972e-19 1.673374554574272e-12 1814
39 6.159382394853155e-30 8.532315878114192e-27 5.692801551988065e-20 2178
42 1.955766141461727e-30 3.043631051525327e-27 1.571989779124478e-20 2498
45 6.445454427777384e-31 1.086083547706791e-27 4.803683411835391e-21 2622
48 1.474849801165553e-31 2.767953463030948e-28 9.035289645282465e-22 3191
51 1.492444403935801e-32 2.959087887626893e-29 9.216613183029275e-23 3044
54 2.639571371235952e-34 3.780551958483156e-31 1.306846412198744e-24 2736
57 1.650963333828551e-40 3.126455828324134e-37 1.127467971271252e-30 2276
60 3.573698794085724e-41 8.114364633864591e-38 2.968459310727452e-31 2016
63 9.287372984979536e-42 2.254413711963799e-38 9.348709440707409e-32 1640
66 3.58319399779419e-42 7.446617936341687e-39 4.632632980146864e-32 1056
69 1.875011554676283e-42 4.753489370982028e-39 4.13195089104218e-32 683
72 8.689004672970152e-43 2.264539527784211e-39 3.538865626124387e-32 350
75 5.961195564231681e-43 1.474143711908518e-39 4.097200410964371e-32 192
78 1.557563181300431e-43 3.505628516929116e-40 4.135680138710551e-32 44
81 7.542025857042885e-44 1.66294806647844e-40 3.22478366591864e-32 25


3 2.224502970070664e-12 5.028560275450582e-09 400.4237251861164 18
6 1.571993419700126e-13 2.698749208862287e-10 3.167440112451139 62
9 8.377452248559537e-13 1.718975730198408e-10 1.241577933373157 98
12 9.872890643205522e-13 2.63586243386944e-10 0.5992090368318969 210
15 1.979999244318113e-12 5.260345794212349e-10 0.5713778451251115 350
18 1.359961577150697e-12 3.176264660622462e-10 0.2299769552266751 450
21 2.324445946367862e-20 1.379181040665373e-17 4.786457269613376e-09 602
24 1.345793683674757e-20 9.558662704199065e-18 2.154624143996101e-09 762
27 1.041571410947899e-20 8.587268578766441e-18 1.081909456439292e-09 1142
30 5.878165671983478e-21 4.926990235052809e-18 4.943063946273299e-10 1250
33 1.834994492898843e-21 1.771998373440162e-18 1.309362998081655e-10 1458
36 9.794063869075737e-23 1.300395535422764e-19 6.493825970021799e-12 1814
39 2.251944404046627e-29 2.958396792895004e-26 1.103909514092445e-18 2178
42 1.16206293257703e-29 1.578784660810874e-26 4.601786541646993e-19 2498
45 4.385664551705016e-30 6.959698147985915e-27 1.705498983985221e-19 2622
48 1.607363394856862e-30 2.504988042603962e-27 4.615463619846759e-20 3191
51 1.718922765404674e-31 3.131735092990563e-28 5.380250763624563e-21 3044
54 2.049425229139506e-33 4.040478455726855e-30 6.988230591362648e-23 2736
57 2.757936604145345e-39 5.948621161651593e-36 1.125746302519893e-28 2276
60 6.557589721443128e-40 1.482655070949082e-36 2.908730573575581e-29 2016
63 1.358435623707924e-40 3.129028592670172e-37 6.992407345979581e-30 1640
66 2.593558780690122e-41 5.711944181039674e-38 1.86695142479087e-30 1056
69 1.063924035798683e-41 2.920222215333258e-38 1.320977490417893e-30 683
72 5.610455131558929e-42 1.386566410548124e-38 1.173452951158348e-30 350
75 3.669295324751239e-42 8.046480434388402e-39 1.193834909864675e-30 192
78 6.175436860325013e-43 2.156425427294786e-39 1.215649451833744e-30 44
81 5.729926177336544e-43 1.098481137089871e-39 1.193108094613976e-30 25


3 1.543791085842469e-11 2.93945447867824e-09 1353.134727135201 18
6 8.237753641132445e-13 4.819079786779243e-10 26.81110197432172 62
9 4.38685960301724e-12 2.082564290097341e-10 9.595810395913301 98
12 1.344049801084446e-12 3.841907947233966e-10 3.234953502430547 210
15 1.9062312681515e-12 3.083271211063816e-10 1.400030521254451 350
18 5.986525835846188e-13 9.075133889922119e-11 0.2621173634061764 450
21 8.032299105576326e-20 3.382613109465919e-17 4.615393528475618e-08 602
24 1.08518770419007e-20 5.969658309054429e-18 5.148097562021406e-09 762
27 5.823384367394315e-21 3.534235572037302e-18 1.697207948395453e-09 1142
30 2.081139289745498e-21 1.658443535290909e-18 5.970613798268901e-10 1250
33 6.157989335029431e-22 5.16397156379706e-19 1.377755791632057e-10 1458
36 4.295185045376567e-23 3.626854707282355e-20 6.835250930745883e-12 1814
39 1.323889698755579e-29 1.426793890445184e-26 1.9041662503451e-18 2178
42 5.71853300797564e-30 7.151466539242547e-27 7.248616377865593e-19 2498
45 2.169168740662288e-30 2.851327377180109e-27 2.458749981782919e-19 2622
48 7.212958616493967e-31 1.0999769246394e-27 6.885722048286781e-20 3191
51 8.741124840828134e-32 1.34463622800691e-28 8.014802230965515e-21 3044
54 1.0496450311439e-33 1.797784896890474e-30 1.070330301563207e-22 2736
57 3.991650508529021e-39 7.554129237227972e-36 4.879917756083079e-28 2276
60 1.243570266079176e-39 2.531842158497632e-36 1.682793643097323e-28 2016
63 3.854532003067946e-40 8.268677873390203e-37 6.193257598611287e-29 1640
66 1.539428615921503e-40 3.386344432854709e-37 3.643042682275397e-29 1056
69 9.571426822922356e-41 2.039719458890851e-37 3.189515425349084e-29 683
72 4.864778458437078e-41 1.037926948983242e-37 2.968127406965893e-29 350
75 2.834523107434032e-41 7.077533909149161e-38 3.35602231795743e-29 192
78 5.463575707412555e-42 1.631952235141978e-38 3.095615544332974e-29 44
81 2.592728792013627e-42 1.335856451644937e-38 3.837851309463863e-29 25


3 2.255672750831813e-11 3.488708045319235e-10 1163.294214119152 18
6 2.765045746160069e-12 3.872833874846493e-11 19.65840723629793 62
9 2.229332502725935e-12 5.717542524833226e-11 8.7039396584107 98
12 7.025969630929991e-13 1.256750300898629e-10 3.589132644142219 210
15 6.43005685844572e-13 1.444906264683121e-10 1.732860254563977 350
18 2.273187790443572e-13 9.172787096112531e-11 0.6044381247659232 450
21 4.741158851213151e-20 2.213493058926265e-17 8.456808441760422e-08 602
24 6.43727658523819e-21 3.103834439108884e-18 7.597930159211867e-09 762
27 3.040847905736386e-21 1.662980094544645e-18 2.208197774161086e-09 1142
30 8.40248408741667e-22 1.011373558149981e-18 9.397365786149516e-10 1250
33 2.673820441373812e-22 2.427126341616334e-19 1.702117558148154e-10 1458
36 1.767694114194462e-23 2.145742795375992e-20 1.010102193213663e-11 1814
39 7.424856752204835e-30 7.542296282480841e-27 2.648151662461117e-18 2178
42 2.765400416867915e-30 3.229499453380954e-27 8.563208560517148e-19 2498
45 9.768735687028686e-31 1.240481725480944e-27 2.767033333503799e-19 2622
48 3.28260430796675e-31 4.495592405067134e-28 7.329319068020288e-20 3191
51 3.660968861872147e-32 5.765649425095504e-29 8.7191787517941e-21 3044
54 4.231072024659017e-34 8.321349582821137e-31 1.228932501817203e-22 2736
57 2.118720589912624e-39 3.722307138720498e-36 6.163135809650461e-28 2276
60 6.662803968707591e-40 1.301703640754253e-36 2.199416187138627e-28 2016
63 2.130482301375843e-40 3.971851644607055e-37 7.692665894153081e-29 1640
66 7.839079682908431e-41 1.468486711032911e-37 4.100135015213578e-29 1056
69 4.435012969282616e-41 9.188189697533948e-38 3.626978290101232e-29 683
72 2.276030798245505e-41 4.611927758100537e-38 3.338904949127791e-29 350
75 1.345565065537e-41 2.850005667894236e-38 3.490789332332415e-29 192
78 2.008733334532188e-42 6.735347582852717e-39 3.093757871735477e-29 44
81 1.611134456112789e-42 4.410442492184685e-39 3.497880249456445e-29 25


3 1.549704559782211e-11 1.143829153531732e-10 1352.412963456625 18
6 6.300170408851696e-13 5.402471158984828e-11 25.79982412462172 62
9 1.167336991145759e-13 1.343831144096061e-10 18.66511633851292 98
12 4.050240577954703e-13 5.150343239331833e-11 2.969853451079635 210
15 3.314103284828777e-13 6.32441508024152e-11 1.513074126537969 350
18 8.628752056355994e-14 4.997975106872818e-11 0.6156380543559822 450
21 2.204915476501546e-20 1.048656489907769e-17 7.917657830265399e-08 602
24 3.069415037538466e-21 1.52905968760159e-18 7.435232285898216e-09 762
27 1.193099084559113e-21 9.226967603281623e-19 2.351297966603272e-09 1142
30 5.536140168484866e-22 3.995793880726457e-19 7.945470576918972e-10 1250
33 1.382029704791788e-22 1.218068771156825e-19 1.740675076098358e-10 1458
36 9.930925054376785e-24 9.458154144456904e-21 9.373797941439147e-12 1814
39 3.737094552809958e-30 3.924737647521527e-27 2.805275699562997e-18 2178
42 1.379607475797186e-30 1.664582365740184e-27 9.015834491939175e-19 2498
45 5.233571229281902e-31 6.120905214571516e-28 2.848964755523801e-19 2622
48 1.557584837609346e-31 2.409040007604615e-28 7.937416443227094e-20 3191
51 1.659671557634577e-32 3.016642022501479e-29 9.204411501507874e-21 3044
54 1.9774645893368e-34 4.193812207513016e-31 1.266586452334846e-22 2736
57 9.880505652359675e-40 2.049968721842596e-36 6.834599260313008e-28 2276
60 3.397297623321532e-40 6.348879462173177e-37 2.240563986170602e-28 2016
63 1.087422870521771e-40 2.165156682349677e-37 8.583107825968747e-29 1640
66 3.748294686066054e-41 8.123096891798074e-38 4.571845593941101e-29 1056
69 2.26912661747336e-41 5.166226980725746e-38 4.151426316164973e-29 683
72 1.010514114008133e-41 2.867072910754813e-38 4.029604434418206e-29 350
75 5.643231444931137e-42 1.751800511445576e-38 4.131295095136732e-29 192
78 1.234860368989148e-42 4.008324828957767e-39 3.847806000909502e-29 44
81 1.080474306983475e-42 2.133930379002131e-39 3.819574779254213e-29 25


3 8.977732950191115e-12 6.405866311400209e-11 1486.108875993509 18
6 9.607538942270101e-13 1.194282424219052e-12 20.11006790247866 62
9 2.098340277844512e-13 5.470625410253176e-11 15.78008817147487 98
12 1.462718577089874e-13 3.63584700803769e-11 3.471607724502877 210
15 1.774331402705324e-13 3.328856071505104e-11 1.50607193919042 350
18 3.287121052520257e-14 3.058825219857371e-11 0.6777807781065214 450
21 1.095587869375902e-20 5.834008956554453e-18 8.118159606881589e-08 602
24 1.739476545233909e-21 7.690073408059322e-19 7.145423718075449e-09 762
27 7.188405394204797e-22 4.438303822445716e-19 2.179904412286429e-09 1142
30 2.930043392792067e-22 2.136279873365999e-19 7.942730507816999e-10 1250
33 7.395809635861502e-23 6.52069903441281e-20 1.742405962089791e-10 1458
36 5.194623252216649e-24 5.191614384163641e-21 9.562898099106669e-12 1814
39 2.0441737360394e-30 2.074348402735408e-27 2.790611478701857e-18 2178
42 7.452706327260623e-31 8.831294105863581e-28 8.976673744894261e-19 2498
45 2.549664825542223e-31 3.589588646791543e-28 3.033368315204243e-19 2622
48 8.784593050785319e-32 1.213008751793899e-28 7.62231179965466e-20 3191
51 9.887415957211459e-33 1.463159751440002e-29 8.638971781356689e-21 3044
54 1.032064336321002e-34 2.307523773099548e-31 1.294905597231317e-22 2736
57 5.837143081079319e-40 1.045112128553698e-36 6.680934768824867e-28 2276
60 1.88514054389931e-40 3.547999959381614e-37 2.33954935415691e-28 2016
63 6.353762367334611e-41 1.180460102964104e-37 8.876589555571045e-29 1640
66 2.26845664236217e-41 4.611350173616443e-38 4.918425250279607e-29 1056
69 1.358202445581202e-41 3.023247172462711e-38 4.564563215752288e-29 683
72 6.619176382161752e-42 1.640604339088236e-38 4.418521182506973e-29 350
75 3.530547901916686e-42 9.234863222468649e-39 4.20487217699625e-29 192
78 8.06018486093608e-43 2.630564053428279e-39 4.739880890557217e-29 44
81 5.090362718812133e-43 1.481341749792613e-39 4.525453446459199e-29 25


3 1.658299874959404e-12 1.06078336992092e-10 1980.980569639394 18
6 4.598998641863887e-13 7.233572433525088e-12 23.39391681593757 62
9 1.642312774090361e-13 2.842847526503375e-11 21.3708874398917 98
12 1.249182552847846e-13 1.531931477259099e-11 3.616289078950022 210
15 1.200276581522315e-13 1.526030145090822e-11 1.515850017911833 350
18 4.738454430822042e-14 9.067748347877942e-12 0.4879117479893404 450
21 5.668342594632955e-21 3.674446161802039e-18 9.892795879830635e-08 602
24 9.560601893776163e-22 4.599215481384351e-19 8.039216188402484e-09 762
27 3.881303356494162e-22 2.738416475190488e-19 2.485748776215884e-09 1142
30 1.759730374147676e-22 1.201686208593167e-19 8.327048777377375e-10 1250
33 4.351225763902514e-23 3.691298954748361e-20 1.817050524708379e-10 1458
36 3.098339754976995e-24 2.879610127316919e-21 9.722059734268343e-12 1814
39 1.156967651317628e-30 1.236374816004068e-27 2.972428869300182e-18 2178
42 4.31832610295263e-31 5.098939263151738e-28 9.29099628459238e-19 2498
45 1.562117580861456e-31 1.947362560947174e-28 2.991193899355923e-19 2622
48 4.88523036145704e-32 7.306141912519622e-29 8.054326457662554e-20 3191
51 5.761495515721547e-33 8.453422116321112e-30 8.847930704044516e-21 3044
54 6.251998076934571e-35 1.287883706816509e-31 1.293200342005259e-22 2736
57 3.523061715969769e-40 5.836001841256061e-37 6.666051642897764e-28 2276
60 1.131516699518015e-40 2.06240830367213e-37 2.405236924136206e-28 2016
63 4.038844476701995e-41 6.868694425473252e-38 9.224437459753524e-29 1640
66 1.464846499809265e-41 2.89836353397861e-38 5.446804929619086e-29 1056
69 8.644831399088631e-42 1.822709592834187e-38 4.873004660933886e-29 683
72 4.778794689755965e-42 8.448835113482159e-39 4.297815023489385e-29 350
75 2.3349280264355e-42 5.765142605885194e-39 4.640606976895712e-29 192
78 5.83362503299792e-43 1.486090092929665e-39 4.878471912632406e-29 44
81 2.200648736079492e-43 1.113499740202777e-39 5.425324786555828e-29 25


3 1.016584995260357e-12 6.051236647256032e-11 1282.227768434927 18
6 1.903218862763654e-13 8.131125671002947e-12 26.66652644441879 62
9 6.31052984828764e-14 2.015201535637367e-11 17.78252248607409 98
12 3.915127980089914e-14 1.523414504248043e-11 4.246552933862747 210
15 4.399479645629152e-14 1.624542614057289e-11 1.974680287931614 350
18 3.17563430524547e-14 4.693187143707753e-12 0.4067007070160311 450
21 4.58703900583529e-21 1.81506137426529e-18 7.726842812688408e-08 602
24 5.096728693038408e-22 3.200420458446609e-19 8.262018566135135e-09 762
27 2.584436685747964e-22 1.536069011752412e-19 2.202627632552601e-09 1142
30 1.003777276800643e-22 7.836981479854282e-20 8.344040601724947e-10 1250
33 2.599176822030189e-23 2.294863191872283e-20 1.767571405079828e-10 1458
36 1.758270653342697e-24 1.897049006146617e-21 9.936644065787344e-12 1814
39 7.14817591807675e-31 7.398286589835261e-28 2.843493348490237e-18 2178
42 2.619808689956033e-31 3.1504524792618e-28 9.138163325007447e-19 2498
45 9.1799193054452e-32 1.245740644926856e-28 3.024161587280245e-19 2622
48 2.964200681566871e-32 4.502631248634513e-29 7.947131521452249e-20 3191
51 3.511050906946255e-33 5.161472035657446e-30 8.691723918409944e-21 3044
54 3.876911455172711e-35 7.868462274809918e-32 1.274285380514454e-22 2736
