0.75 0.006661035658169209 0.003999487671273678 18
1.5 0.01951599606307258 0.05901322964631203 62
2.25 0.04404115323760475 0.2162111447899147 98
3 0.1242657786528649 0.9194198334829461 210
3.75 0.2166539979223389 2.645045814552962 350
4.5 0.2441423554415373 4.50355502206738 450
5.25 0.3476597176321411 9.334532277237647 602
6 0.4954089988888786 15.01412361039761 762
6.75 0.5968672723474815 26.16655019273453 1142
7.5 0.718143247122035 36.7772720032568 1250
8.25 0.8057523579049802 53.53364252810361 1458
9 1.054813686979678 79.25622002936775 1814
9.75 1.20455848024434 113.3671110725152 2178
10.5 1.38151821920829 146.0212941857579 2498
11.25 1.440984570745024 176.8130788939623 2622
12 1.830808689532392 268.3556837411746 3338
12.75 2.103742478198638 334.1712237409495 3722
13.5 2.382620320709496 427.708497788631 4170
14.25 2.456039868138003 489.1689995004369 4358
15 2.86104371972646 623.1267394235049 5034
15.75 3.23392795705094 782.2219541718778 5714
16.5 3.467264938531916 901.4015136160172 5982
17.25 3.760345502412906 1102.064036204798 6602
18 4.050308660738277 1369.342776403846 7130
18.75 4.499375637876818 1558.989830652596 8034
19.5 4.941481488894127 1858.279329612542 8606
20.25 5.10645875561272 2133.088822738485 9066
21 5.741304753914978 2465.529468160389 9962
21.75 5.976080035770465 2816.716935530064 10550
22.5 6.558020489976923 3180.522395038812 11226
23.25 6.857894667181998 3642.268375322937 12146
24 6.776683243062053 3854.257492013586 12303
24.75 7.15002698198771 4221.776941479608 12584
25.5 7.045390012112779 4455.188426636499 12120
26.25 6.271278157508119 4305.851788074299 11180
27 6.355591473250913 4460.436813843257 11096
27.75 5.606207044035937 4360.793953347552 10056
28.5 5.42871088901401 4360.703998295019 9716
29.25 4.862414162921037 4010.084211018489 8604
30 4.594562327025606 3915.430799829889 8060
30.75 4.128443067696524 3721.075039464489 7320
31.5 3.699583436681467 3553.788428395933 6356
32.25 2.963352954597119 3031.36142879508 5348
33 2.403974359547203 2455.956230423326 4308
33.75 2.113791222538855 2081.215083302915 3563
34.5 1.396723872453139 1549.982061039512 2448
35.25 1.048445777995497 1218.893444213666 1868
36 0.795596922973571 877.872896571479 1358
36.75 0.6273771706782468 676.4856418553765 1062
37.5 0.4328757200470441 510.8984240921877 776
38.25 0.2527243325219041 335.5183611522359 432
39 0.123840682830256 110.7039170093562 200
39.75 0.1057553010496967 126.0503730568635 168
40.5 0.02441490539519037 36.17816526234193 56
41.25 0.004488570089522689 4.382599359673405 7


0.75 -nan -nan 18
1.5 -nan -nan 62
2.25 -nan -nan 98
3 -nan -nan 210
3.75 -nan -nan 350
