0.75 0.01218575354131126 0.001309314089899494 18
1.5 0.03675730589948766 0.06612587340235869 62
2.25 0.04566061642451887 0.2961424233103886 98
3 0.1031748216702593 0.9712817906624732 210
3.75 0.1987070637824254 2.818372718817674 350
4.5 0.2548696300628764 5.160777655769612 450
5.25 0.3354809415938413 9.321572242401913 602
6 0.3950703221046776 13.930462674042 762
6.75 0.6695096091036212 27.08457558806514 1142
7.5 0.7124133498680494 39.4089275123773 1250
8.25 0.8139017714129422 48.64323629988426 1458
9 1.055333223301738 79.46220564129605 1814
9.75 1.228804135970434 115.2796255629195 2178
10.5 1.456374004775772 148.2027543112201 2498
11.25 1.562234088189535 171.3949141172069 2622
12 1.860519975093482 262.3957169533197 3338
12.75 2.088764575639198 329.9051506265509 3722
13.5 2.35934710304642 403.4640386111168 4170
14.25 2.50169561589782 483.039898836256 4358
15 2.857321065272731 641.5620629074231 5034
15.75 3.092009684851889 825.6157760686207 5714
16.5 3.409910830240095 903.870567054194 5982
17.25 3.708959085574652 1076.450466100502 6602
18 4.01434527660664 1261.08884268075 7130
18.75 4.526424611372746 1579.110509982771 8034
19.5 4.924201463446628 1832.81316790386 8606
20.25 5.168883876363279 2067.565591668123 9066
21 5.64222489125968 2434.070337949045 9962
21.75 6.00374637965166 2845.914845284429 10550
22.5 6.373586230091555 3214.008578103876 11226
23.25 6.764975645648928 3675.800376872224 12146
24 7.030877264680302 3959.884613666157 12303
24.75 7.135545477964933 4307.281175306776 12584
25.5 7.055934693866874 4435.012793028015 12120
26.25 6.483178133670966 4269.589316409822 11180
27 6.222355237360901 4487.113704113057 11096
27.75 5.735196825292757 4251.410676949123 10056
28.5 5.472011276425752 4256.383561992492 9716
29.25 4.946734230002978 4205.53306606857 8604
30 4.50510106573747 3943.474272764208 8060
30.75 4.042754183943942 3846.632958592868 7320
31.5 3.57573751756342 3356.404533990456 6356
32.25 3.01627632314313 3000.742015934084 5348
33 2.470447236363269 2475.992543367162 4308
33.75 2.031511210860195 2103.085955607554 3563
34.5 1.379550676790501 1576.716685778786 2448
35.25 1.059424642555759 1180.576856543596 1868
36 0.742231739852857 886.3637032482508 1358
36.75 0.5863822833020212 721.3639997117021 1062
37.5 0.4431514485890541 564.1391633410914 776
38.25 0.2633353189739185 308.7102779776324 432
39 0.1234991870887545 131.9357914027077 200
39.75 0.08980182307440013 96.87536987590451 168
40.5 0.03693629695828339 32.0846827100231 56
41.25 0.006557131167293536 0.1132377807467827 7


0.75 -nan -nan 18
1.5 -nan -nan 62
2.25 -nan -nan 98
3 -nan -nan 210
